text,label,true_label,predicted_label,negative_probability,neutral_probability,positive_probability,confidence,correct
"J'aime une vidéo @USER de @USER New VR Games Last Week - Google Earth VR, Keep Watching VR, Bounce, Lantern",2,Positive,Neutral,0.0006824753,0.9440357,0.05528179,0.9440357,False
"anyone thinking ""deplorables""?",0,Negative,Neutral,0.009372323,0.9622049,0.028422812,0.9622049,False
someone: mentions pentagonme: (melania trump voice) Hello.,0,Negative,Neutral,0.0037763813,0.9709165,0.025307009,0.9709165,False
Nothing like the smell of minimum wage in the morning,0,Negative,Positive,0.36335337,0.25766268,0.37898394,0.37898394,False
@USER Check the Clinton Foundation for contributions to Jill Stein! There's your problem! Hillary still in the game and trying,0,Negative,Neutral,0.13574459,0.7682464,0.09600898,0.7682464,False
3D Printing B2B Newsletter Niche With Recurring Revenue #OnlineSchool#marketingschool#onlinetraining#digitaltools,1,Neutral,Positive,0.0010899429,0.27763894,0.7212711,0.7212711,False
Well that finale was one big mindfuck 😳 #Westworld,1,Neutral,Negative,0.994557,0.0041290894,0.0013139343,0.994557,False
"Walsh, 15, 30th May, Pink, Ashley TD and Theo Graham😛",1,Neutral,Positive,0.0018960412,0.29950586,0.6985981,0.6985981,False
i just found a dennis rodman/kim jong un fanfic on my old phone. WHAT AM I,1,Neutral,Positive,0.029110052,0.4024459,0.5684441,0.5684441,False
So this is what happened in the comic...😁😁 #TheWalkingDead The amount of cringe has blew me off this planet😷…,2,Positive,Negative,0.8107621,0.14996913,0.039268766,0.8107621,False
"@USER Bones, MLK, Muhammad Ali, Jesus Christ, and the list goes on.",1,Neutral,Positive,0.0072783744,0.37164694,0.6210746,0.6210746,False
No. CSS is #ruby for Agile. Deep Learning likes #ai :),1,Neutral,Positive,0.0026856086,0.058278777,0.9390356,0.9390356,False
▓ ♡ ▓ #Deutsch ▓ ♡ ▓ BUCH <3 TIPP ▓ ♡ ▓ #German ▓ ♡ ▓ SEASON OF DESIRE - @USER Momente des...,2,Positive,Neutral,0.0038352462,0.9873475,0.00881723,0.9873475,False
"i have to talk about animal testing for two minutes and that's too short, idk what to say",1,Neutral,Negative,0.98450524,0.014440311,0.0010543816,0.98450524,False
"#Eurozone Ireland reunifies, why can't I? (Praise Kim Jong-un) #SydMUN16",0,Negative,Positive,0.010369447,0.30407074,0.68555975,0.68555975,False
".@USER ""doesn't have to know"" #Hezbollah difference - @USER tells @USER at #RNCinCLE",1,Neutral,Negative,0.5336855,0.46026745,0.006047054,0.5336855,False
And here's one of the deplorables proving my point.,1,Neutral,Negative,0.9944113,0.0044424455,0.0011463031,0.9944113,False
"#Bahrain's courts uphold the death penalty agnst falsely accused tortured detainees Ali AlSingace, Abbas AlSameea &…",0,Negative,Neutral,0.15239257,0.82596195,0.021645589,0.82596195,False
#isis Slaughter of innocents continues in battle for Mosul - CNN #isis #breaking,1,Neutral,Negative,0.99015826,0.0087413415,0.0011002932,0.99015826,False
"Assessment on 2016: So far so good. Naipasa natin ang Budget on time for the first time. Hopefully next, maipasa na ang death penalty.",1,Neutral,Positive,0.0046459404,0.024119675,0.97123444,0.97123444,False
@USER its about automation. e.g. I keep meeting drivers who have never heard of self driving cars. The silver collar worker is coming!,2,Positive,Negative,0.9678178,0.028573137,0.003609142,0.9678178,False
When you've been looking forward to @USER monster reboot for months and they put out this Michael Bay look…,1,Neutral,Positive,0.01666316,0.3032474,0.6800894,0.6800894,False
It's about to be 2017 and i still can't get over zac efron and vanessa hudgens not dating anymore,1,Neutral,Negative,0.95518386,0.041416574,0.0033996147,0.95518386,False
"@USER @USER 4. Careful what you say about Melania's favorite speech writer, Michelle Obama.",2,Positive,Neutral,0.06532274,0.89969003,0.03498727,0.89969003,False
KD for lunch and the last episode of season 6 of #TheWalkingDead -- Batter's up! Then it's on to 7.,2,Positive,Neutral,0.0026811778,0.7625607,0.23475802,0.7625607,False
@USER You've been quoted in my Storify story “The Overview Effect and the Wonders of #GoogleEarthVR”,2,Positive,Neutral,0.0011467345,0.79687643,0.20197676,0.79687643,False
@USER @USER There's upside in dumping the TPP. It would have reinforced the use of 'geoblocking' to price gouge audiovisual content.,2,Positive,Negative,0.6826882,0.27512717,0.04218467,0.6826882,False
Combine these results with documented Russian interference and Comey testified voting systems hacked #AuditTheVote,1,Neutral,Negative,0.98080736,0.018216867,0.0009758725,0.98080736,False
Floridaians have highest enrollment in Obamacare but voted for Trump... #floridaiscrazy #wtfwereyouthinking #obamacare #florida,0,Negative,Neutral,0.058223017,0.9062502,0.035526805,0.9062502,False
@USER @USER So he's going to denounce the anti-Trump riots and violence?,1,Neutral,Negative,0.88795316,0.109843105,0.0022037085,0.88795316,False
#onedirection fans might be interested in this Lightning Deal on Amazon UK soon,1,Neutral,Positive,0.0009629455,0.029853713,0.96918327,0.96918327,False
How to be fierce with zac efron #part6 (THANK YOU @USER !) (Vine by @USER,1,Neutral,Positive,0.0009002449,0.029818509,0.96928126,0.96928126,False
#AUTISM & #SIDS are listed as adverse events reported for DTaP vaccine.Check the insert:[URL],1,Neutral,Negative,0.9515962,0.04715787,0.0012458831,0.9515962,False
"if you're 64, say bye bye bye.... and welcome Wal-Mart shoppers, may i get you a cart?",0,Negative,Positive,0.0055038454,0.31681326,0.6776829,0.6776829,False
psa: cristiano ronaldo is NOT of this earth,1,Neutral,Negative,0.97542757,0.02324138,0.0013311042,0.97542757,False
lythgoepanto: 10 giorni per andare da NIALL HORAN!!! 🌟 #onedirection #niallhoran #niall #americanpanto #pasadena…,1,Neutral,Positive,0.001125081,0.4108606,0.58801436,0.58801436,False
NBA star LeBron James giving $2.5 million to Muhammad Ali exhibit :Auto pickup by wikyou,2,Positive,Neutral,0.0012255579,0.88864255,0.11013188,0.88864255,False
"Best description of why we need the Electoral College explained with facts! There are 3,141 counties in the...",1,Neutral,Positive,0.022729093,0.19623506,0.7810359,0.7810359,False
"#TheWalkingDead episode 42. The Governor is back to his old ways...plans on taking over the prison. For me, 8/10 #JJReviews",2,Positive,Neutral,0.03729048,0.9053878,0.057321712,0.9053878,False
"If CNN liberals said that math is racist, this algorithm must be the soul of KKK. LOL.",1,Neutral,Negative,0.993166,0.005803952,0.0010300847,0.993166,False
#UN ACCUSES #MYANMAR OF #ETHNICCLEANSING #asean #unitednations #rohingya #rakhinestate #rakhine #burningvillages…,1,Neutral,Negative,0.8305687,0.16713737,0.002293957,0.8305687,False
THAT SANDY HOOK GUN CONTROL VIDEO REALLY SHOOK ME UP,1,Neutral,Positive,0.013093884,0.050339554,0.9365666,0.9365666,False
I see you Westworld! These violent delights lead to violent ends. #WestworldFinale #shakespeare #vlogger #youtube #SundayFunday #ingadtv,2,Positive,Negative,0.9900933,0.008185066,0.0017217132,0.9900933,False
The latest Life in the Grocery Line! #nationalfastfoodday #eatthis,1,Neutral,Positive,0.0007057909,0.108529836,0.8907644,0.8907644,False
Sure have learned a lot about Leonard Cohen since he died,1,Neutral,Positive,0.026358081,0.4286844,0.5449576,0.5449576,False
"@USER ive had no problem with it in games, but google earth really messed me up.. VR is lots of fun still tho..",1,Neutral,Positive,0.19166812,0.34306276,0.4652691,0.4652691,False
@USER @USER Let them do it. Deplorables need to feel pain.,0,Negative,Neutral,0.056534644,0.65166366,0.29180172,0.65166366,False
The latest Google Earth News! Thanks to @USER @USER @USER #googlemaps #vr,1,Neutral,Positive,0.00077530666,0.014919756,0.98430496,0.98430496,False
@USER yes! An organized #terrorist act. Operating in north #IsraelFires and #Jerusalem area! A surprise attack!,1,Neutral,Negative,0.989684,0.009410106,0.0009059968,0.989684,False
"@USER @USER plenty of other news sources with riots, just look. Not to mention anti-trump assaults",1,Neutral,Negative,0.9897724,0.009167229,0.001060333,0.9897724,False
@USER He who laughs last laughs best. Remember what you said?,1,Neutral,Positive,0.002086679,0.022720555,0.9751927,0.9751927,False
"#Syria: Regime+#Hezbollah broke the ceasefire agreement for #AlTall area in north of #Damascus, and launched a large-scale offensive.",1,Neutral,Negative,0.9912957,0.007970998,0.0007332678,0.9912957,False
@USER Homeopathy is simply quackery.Whatever it is used for. Long as you know that and don't expect too much from it? Carry on!,1,Neutral,Negative,0.99175805,0.006650314,0.0015917188,0.99175805,False
Italy has not voted on leaving the EU. Right leaning parties have lost influence in Italy and Austria. #brexit #notmypresident,1,Neutral,Negative,0.98897624,0.01007847,0.00094525085,0.98897624,False
@USER will this then expose the illegal and dead votes for the dems and potentially create a bigger victory for DJT?,0,Negative,Neutral,0.014091101,0.6701931,0.31571582,0.6701931,False
"""Paul Pelosi"": 451 views per day, quality rating 18/100. #fixme",1,Neutral,Positive,0.0024936367,0.24537237,0.75213397,0.75213397,False
@USER relaxes with his team on thevoiceau 😁✌🏻️ #RickyMartin #Ricky_Martin #РикиМартин…,1,Neutral,Positive,0.0011137979,0.0063865716,0.99249965,0.99249965,False
America get ready....unfiltered is the new gold standard in talk. #thepew,1,Neutral,Positive,0.0060498607,0.29667348,0.69727665,0.69727665,False
of course yes to Death Penalty 😡 criminals must die in more grievous cause of death.,1,Neutral,Negative,0.9931865,0.005736572,0.0010769966,0.9931865,False
RT @USER remember when Clinton warned abt alt right w/ speech in August and pundits deducted points b/c she went 'off message'?,1,Neutral,Negative,0.65963763,0.3353739,0.0049884073,0.65963763,False
Read today's #RacismIsASickness Daily Dispatch! Thanks to @USER @USER @USER #trump #uniteblue,1,Neutral,Positive,0.082772255,0.38623613,0.5309916,0.5309916,False
Germany says Aleppo assault worsening the Syria crisis:,1,Neutral,Negative,0.9870324,0.012277333,0.000690201,0.9870324,False
IMPORTANT: Justin Verlander and Kate Upton are engaged... #kateupton,1,Neutral,Positive,0.0024257952,0.3919689,0.60560536,0.60560536,False
"If You Want Gun Control So Bad, Why Don't You Just Move to the South Side of Chicago? ->",1,Neutral,Negative,0.9827778,0.01583404,0.0013882079,0.9827778,False
I needa be sleep😑,1,Neutral,Negative,0.9271002,0.063319735,0.009580083,0.9271002,False
"North SF Bay Leftists, Where Art Thou? (New Sub: /r/SFNorthBayAnarchists)",0,Negative,Neutral,0.0018560113,0.98386776,0.014276206,0.98386776,False
Galaxy Note 7 fail opens door for rivals,0,Negative,Neutral,0.31715235,0.66791916,0.0149284545,0.66791916,False
Move over Fracking @USER @USER @USER @USER,0,Negative,Neutral,0.12587453,0.8676592,0.006466369,0.8676592,False
"The EPA is claiming that fracking, a dangerous method of mining for energy, is ""completely safe."" Payoffs are...",1,Neutral,Negative,0.5259738,0.43575087,0.038275342,0.5259738,False
"Tesla Model S can be located, unlocked, stolen by manipulating Tesla apps",0,Negative,Neutral,0.21770914,0.7495662,0.032724705,0.7495662,False
Fuk knows y #auspol wld give to the Clinton Foundation % of Donations go to Charity 5.7%,0,Negative,Neutral,0.007818687,0.9048453,0.08733606,0.9048453,False
@USER POPULAR VOTE OVER 2MILLION.+STILL.COUNTINGVOTED CLINTON TO BE PRESIDENT..WE DID NOT !!VOTE FOR TRUMP HE JEOPARDIZES DEMOCRACY!!!!!,1,Neutral,Negative,0.9812924,0.015981102,0.002726471,0.9812924,False
Cristiano Ronaldo On Instagram: Bed time👌🔝💋good night.,1,Neutral,Positive,0.0008002988,0.010932849,0.9882669,0.9882669,False
"Castro Town: Fidel grew up here, but he came back to destroy it[URL]",0,Negative,Neutral,0.113284394,0.8646126,0.022102976,0.8646126,False
@USER @USER Giving thanks on the corner of @USER street - #p2 #UniteBlue,1,Neutral,Positive,0.0010535556,0.027699227,0.97124726,0.97124726,False
"@USER @USER wait, medicare parts? Ugh. I guess I have to go and check out this draft now.",1,Neutral,Negative,0.9704929,0.026925376,0.0025816676,0.9704929,False
"2016 strikes again. Send security to Bob Dylan, Paul McCartney, and Jimmy Carter's homes immediately.",1,Neutral,Negative,0.91968524,0.077968605,0.002346216,0.91968524,False
"NICE! It's all about the #innercity. | ""...to making our inner cities great for everyone...""- @USER #Riots",1,Neutral,Positive,0.012935748,0.035111696,0.9519526,0.9519526,False
A lot of bad hombres!,1,Neutral,Negative,0.9950229,0.0040315995,0.00094551407,0.9950229,False
Cristiano Ronaldo keeps his cool as Barcelona fans turn nasty with homophobic slurs -,1,Neutral,Negative,0.73051816,0.25772646,0.011755368,0.73051816,False
Label scan of Bob Dylan's Can You Please Crawl Out Your Window? from 1966. His 20th biggest hit.,1,Neutral,Positive,0.0018076455,0.49059725,0.5075952,0.5075952,False
Highlight of last night had to be my brother and I talking about Cowboy Bebop and Persona 5 at Walmart,1,Neutral,Positive,0.0013115997,0.023910632,0.97477776,0.97477776,False
PLS S&S | Stand with the #Native people! Stop the Dakota Access Pipeline! #NoDapl #NoDakotaAccess #RezpectOurWater,1,Neutral,Negative,0.56017256,0.41832635,0.021501066,0.56017256,False
Family Thanksgiving convo—divided on politics but all agree: Tampa writers leaving @USER off Cy Young ballots shld be flogged.,1,Neutral,Negative,0.5206216,0.4686419,0.010736546,0.5206216,False
Hopeful this day goes by quick. 😏 #NationalFastFoodDay,0,Negative,Positive,0.0020100924,0.0028161837,0.99517375,0.99517375,False
Thankful for my bad hombres,2,Positive,Neutral,0.27111438,0.43000305,0.2988825,0.43000305,False
What People Are Missing About #Hamas’ Mahmoud Al-Zahhar “#Trump Is A #Jew” Interview via @USER,1,Neutral,Negative,0.9862217,0.012886279,0.00089208264,0.9862217,False
".@USER @USER @USER Yikes! No idea, but I don't have kids in the right age range. #Hatchimals",1,Neutral,Negative,0.98998296,0.008551678,0.0014653208,0.98998296,False
4) Kirk 3) Mrs. Kim 2) Luke 1) Richard Gilmore #GilmoreGirlsTop4,2,Positive,Neutral,0.0014370937,0.97864324,0.019919638,0.97864324,False
Move enthusiastically to your scariest worthwhile #dreams![URL] #DominatingYourMind #DYM…,1,Neutral,Positive,0.0027401752,0.02579809,0.9714617,0.9714617,False
I liked a @USER video Trump hit by media for choosing billionaires for Cabinet,1,Neutral,Positive,0.06740474,0.46470478,0.46789047,0.46789047,False
"Yes, Raul Castro is still in charge, but he's been warming up to the Obama Admin's offerings of normalcy in relations.",2,Positive,Neutral,0.019121487,0.8575689,0.123309664,0.8575689,False
Need me a niffler to pay for my last 2 years of pharmacy school. #FantasticBeasts,1,Neutral,Positive,0.05077858,0.31655607,0.6326654,0.6326654,False
ANONYMOUS - The truth on the MEXICAN BORDER BIULD THE WALL!!@USER @USER @USER @USER,0,Negative,Neutral,0.029091343,0.93280125,0.038107373,0.93280125,False
"@USER @USER @USER @USER @USER @USER @USER I thot ""bad hombres"" was racist now.",1,Neutral,Negative,0.9909464,0.008076214,0.0009774526,0.9909464,False
Explore The World With Google Earth VR Whenever You Want #DigitalPower,1,Neutral,Positive,0.000709107,0.13728644,0.8620044,0.8620044,False
